"","site","year","month","day","tx","tn","p","rad"
"1621","Indiana",1976,6,8,29.543,15.449,0,29.64
"1622","Indiana",1976,6,9,30.554,15.323,0,28.99
"1623","Indiana",1976,6,10,31.145,17.262,0,27.69
"1624","Indiana",1976,6,11,32.423,18.213,0,27.11
"1625","Indiana",1976,6,12,32.868,21.489,0,28.65
"1626","Indiana",1976,6,13,31.059,23.44,1.77384710013939,23.02
"1627","Indiana",1976,6,14,32.647,23.249,0,28.48
"1628","Indiana",1976,6,15,31.121,23.893,1.07862562606442,21.42
"1629","Indiana",1976,6,16,24.322,17.784,3.80387902259827,23.63
"1630","Indiana",1976,6,17,27.937,12.712,0,29.7
"1631","Indiana",1976,6,18,29.459,17.836,7.12492465972403,19.87
"1632","Indiana",1976,6,19,22.418,17.297,6.00310818655814,23.87
"1633","Indiana",1976,6,20,23.537,12.073,0,23.79
"1634","Indiana",1976,6,21,22.748,14.416,0,15.82
"1635","Indiana",1976,6,22,23.546,16.392,4.20445203781128,20.79
"1636","Indiana",1976,6,23,23.423,14.642,5.13222813606262,20.35
"1637","Indiana",1976,6,24,22.977,17.69,11.180602669981,6.27
"1638","Indiana",1976,6,25,25.477,17.406,0,24.04
"1639","Indiana",1976,6,26,28.003,13.663,0,29.77
"1640","Indiana",1976,6,27,30.856,17.185,0,28.04
"1641","Indiana",1976,6,28,30.316,21.002,2.32078433032257,22.63
"1642","Indiana",1976,6,29,28.295,17.314,0,22.05
"1643","Indiana",1976,6,30,24.907,15.626,13.4322941303253,20.56
"1644","Indiana",1976,7,1,24.805,13.777,0,28.66
"1645","Indiana",1976,7,2,25.745,15.482,0,21.19
"1646","Indiana",1976,7,3,25.812,16.231,0,26.58
"1647","Indiana",1976,7,4,25.74,15.591,0,24.11
"1648","Indiana",1976,7,5,27.251,15.616,0,26.37
"1649","Indiana",1976,7,6,28.287,16.039,0,24.73
"1650","Indiana",1976,7,7,28.361,17.793,0,21.31
"1651","Indiana",1976,7,8,28.23,19.16,0,24.05
"1652","Indiana",1976,7,9,31.654,17.707,0,27.15
"1653","Indiana",1976,7,10,34.319,23.061,0,27.97
"1654","Indiana",1976,7,11,32.872,24.509,0,24.4
"1655","Indiana",1976,7,12,30.945,18.986,0,28.34
"1656","Indiana",1976,7,13,27.614,13.408,0,29.35
"1657","Indiana",1976,7,14,33.619,20.028,0,25.61
"1658","Indiana",1976,7,15,32.087,22.349,5.29630045309659,21.43
"1659","Indiana",1976,7,16,26.923,20.865,11.399045586586,22.99
"1660","Indiana",1976,7,17,23.847,12.203,0,26.32
"1661","Indiana",1976,7,18,27.006,13.888,0,24.75
"1662","Indiana",1976,7,19,28.046,15.482,0,26.36
"1663","Indiana",1976,7,20,30.624,20.148,0,24.45
"1664","Indiana",1976,7,21,28.936,22.001,11.6681039332889,11.3
"1665","Indiana",1976,7,22,27.003,21.247,6.89268410195609,9.96
"1666","Indiana",1976,7,23,30.927,22.525,0,24.5
"1667","Indiana",1976,7,24,29.609,22.832,0,25.94
"1668","Indiana",1976,7,25,28.644,15.939,0,27.15
"1669","Indiana",1976,7,26,30.006,18.412,0,27.84
"1670","Indiana",1976,7,27,29.109,20.582,4.52820360660056,21.92
"1671","Indiana",1976,7,28,31.495,21.427,7.25106068512105,20.96
"1672","Indiana",1976,7,29,26.167,20.954,15.3896841396772,17.65
"1673","Indiana",1976,7,30,27.255,15.982,0,25.62
"1674","Indiana",1976,7,31,26.43,20.395,0,19.6
"1675","Indiana",1976,8,1,22.847,16.099,0,20.25
"1676","Indiana",1976,8,2,22.504,14.406,0,26.82
"1677","Indiana",1976,8,3,24.096,11.945,0,27.25
"1678","Indiana",1976,8,4,25.918,13.265,0,25.36
"1679","Indiana",1976,8,5,26.996,18.412,2.97965407361289,14.55
"1680","Indiana",1976,8,6,23.847,17.138,20.0849354266097,4.68
"1681","Indiana",1976,8,7,21.446,12.697,1.23459100723267,18.66
"1682","Indiana",1976,8,8,23.541,12.894,0,23.4
"1683","Indiana",1976,8,9,25.988,12.442,0,26.54
"1684","Indiana",1976,8,10,27.848,13.985,0,24.64
"1685","Indiana",1976,8,11,27.997,19.362,0,18.42
"1686","Indiana",1976,8,12,28.477,21.652,1.91115182428803,13.49
"1687","Indiana",1976,8,13,28.942,19.473,5.44009019569103,22.67
"1688","Indiana",1976,8,14,27.505,17.42,2.41033732879714,21.1
"1689","Indiana",1976,8,15,23.943,17.072,0,19.12
"1690","Indiana",1976,8,16,23.569,12.159,0,26.29
"1691","Indiana",1976,8,17,25.462,11.409,0,26.2
"1692","Indiana",1976,8,18,27.529,12.683,0,26.1
"1693","Indiana",1976,8,19,29.039,14.217,0,25.61
"1694","Indiana",1976,8,20,29.948,15.67,0,24.86
"1695","Indiana",1976,8,21,29.169,16.628,0,23.69
"1696","Indiana",1976,8,22,29.534,19.269,0,20.8
"1697","Indiana",1976,8,23,30.091,17.846,0,17.97
"1698","Indiana",1976,8,24,30.416,20.757,0,18.27
"1699","Indiana",1976,8,25,29.318,20.873,0,14.33
"1700","Indiana",1976,8,26,29.408,20.093,6.59846961389121,17.41
"1701","Indiana",1976,8,27,32.442,20.916,0,21.77
"1702","Indiana",1976,8,28,29.062,22.74,0,20.32
"1703","Indiana",1976,8,29,25.225,15.732,0,21.35
"1704","Indiana",1976,8,30,25.11,10.674,0,23.7
"1705","Indiana",1976,8,31,29.279,16.035,0,21.48
"1706","Indiana",1976,9,1,26.76,18.584,0,15.02
"1707","Indiana",1976,9,2,25.19,16.049,0,21.17
"1708","Indiana",1976,9,3,28.143,15.453,0,22.44
"1709","Indiana",1976,9,4,28.802,19.025,0,21.97
"1710","Indiana",1976,9,5,24.216,14.927,0,22.06
"1711","Indiana",1976,9,6,25.826,11.482,0,22.46
"1712","Indiana",1976,9,7,29,12.764,0,22.81
"1713","Indiana",1976,9,8,30.79,15.012,0,20.57
"1714","Indiana",1976,9,9,28.572,19.054,15.7703995704601,6.02
"1715","Indiana",1976,9,10,20.093,11.274,0,21.87
"1716","Indiana",1976,9,11,26.46,12.028,0,21.72
"1717","Indiana",1976,9,12,26.766,13.138,0,21.77
"1718","Indiana",1976,9,13,28.379,14.327,0,21.43
"1719","Indiana",1976,9,14,29.305,17.388,0,18.93
"1720","Indiana",1976,9,15,25.581,18.021,0,13.91
"1721","Indiana",1976,9,16,21.468,12.504,0,11.72
"1722","Indiana",1976,9,17,23.685,14.505,0,14.15
"1723","Indiana",1976,9,18,25.347,11.855,0,16.88
"1724","Indiana",1976,9,19,29.58,13.356,0,19.2
"1725","Indiana",1976,9,20,25.834,17.82,0,10.71
"1726","Indiana",1976,9,21,18.364,9.704,0,17.92
"1727","Indiana",1976,9,22,20.894,6.49,0,20.14
"1728","Indiana",1976,9,23,19.584,16.498,2.37427366619158,15.9
"1729","Indiana",1976,9,24,19.366,6.293,0,19.91
"1730","Indiana",1976,9,25,19.901,8.468,0,8.39
"1731","Indiana",1976,9,26,19.147,11.852,24.3052124976089,3.54
"1732","Indiana",1976,9,27,19.368,13.493,0,9.71
"1733","Indiana",1976,9,28,17.565,10.27,0,13.89
"1734","Indiana",1976,9,29,20.038,9.865,0,12.37
"1735","Indiana",1976,9,30,21.433,11.176,0,17.95
"1736","Indiana",1976,10,1,24,9.191,0,18.22
"1737","Indiana",1976,10,2,26.537,9.625,0,17.92
"1738","Indiana",1976,10,3,26.389,10.831,0,18.01
"1739","Indiana",1976,10,4,26.228,14.044,0,16.74
"1740","Indiana",1976,10,5,22.725,17.085,7.72336423386832,9
"1741","Indiana",1976,10,6,17.313,9.935,30.4019480942657,4.76
"1742","Indiana",1976,10,7,11.633,8.25,0,11.7
"1743","Indiana",1976,10,8,12.924,6.443,0,11.83
"1744","Indiana",1976,10,9,11.36,6.351,0,8.84
"1745","Indiana",1976,10,10,15.521,3.354,0,10.66
"1746","Indiana",1976,10,11,18.802,6.275,0,16.37
"1747","Indiana",1976,10,12,23.957,11.372,0,15.45
"1748","Indiana",1976,10,13,20.929,12.335,0,16.09
"1749","Indiana",1976,10,14,18.292,4.939,0,16.04
"1750","Indiana",1976,10,15,16.35,12.293,0,15.7
"1751","Indiana",1976,10,16,10.988,3.295,0,9.36
"1752","Indiana",1976,10,17,8.163,2.984,0,10.38
"1753","Indiana",1976,10,18,9.867,-1.164,0,12.95
"1754","Indiana",1976,10,19,7.842,4.461,6.54869079579612,3.54
"1755","Indiana",1976,10,20,8.614,3.8,2.71051435538538,10.36
"1756","Indiana",1976,10,21,8.782,2.285,0,13.01
"1757","Indiana",1976,10,22,5.848,-2.601,0,15.14
"1758","Indiana",1976,10,23,8.299,-1.959,8.42243432998657,3.08
"1759","Indiana",1976,10,24,13.025,8.388,10.5356111354808,3.93
"1760","Indiana",1976,10,25,10.053,6.53,0,7.5
"1761","Indiana",1976,10,26,8.328,1.856,0,10.65
"1762","Indiana",1976,10,27,5.919,-0.048,0,12.44
"1763","Indiana",1976,10,28,7.698,-3.988,0,13.9
"1764","Indiana",1976,10,29,11.177,-0.573,0,12.69
"1765","Indiana",1976,10,30,7.592,4.806,9.85169708718558,1.76
"1766","Indiana",1976,10,31,10.475,5.399,1.67960802389189,8.92
"1767","Indiana",1976,11,1,9.93,-2.964,0,12.74
"1768","Indiana",1976,11,2,13.509,4.2,0,9.05
"1769","Indiana",1976,11,3,10.243,3.099,0,12.2
"1770","Indiana",1976,11,4,5.235,-0.387,0,8.46
"1771","Indiana",1976,11,5,6.496,-2.028,0,11.56
"1772","Indiana",1976,11,6,10.878,0.98,0,10.75
"1773","Indiana",1976,11,7,7.061,-0.48,0,11.27
"1774","Indiana",1976,11,8,1.314,-5.819,0,11.55
"1775","Indiana",1976,11,9,12.26,-0.847,0,11.78
"1776","Indiana",1976,11,10,9.078,-0.159,0,6.01
"1777","Indiana",1976,11,11,2.686,-2.748,0,8.26
"1778","Indiana",1976,11,12,2.096,-5.735,0,10.57
"1779","Indiana",1976,11,13,2.679,-7.019,0,11.58
"1780","Indiana",1976,11,14,2.39,-6.531,0,11.49
"1781","Indiana",1976,11,15,3.937,-5.805,0,11.4
"1782","Indiana",1976,11,16,7.17,-4.563,0,11.1
"1783","Indiana",1976,11,17,9.065,-0.721,0,10.22
"1784","Indiana",1976,11,18,11.974,-1.537,0,10.71
"1785","Indiana",1976,11,19,10.748,1.506,0,10.81
"1786","Indiana",1976,11,20,8.28,-1.808,0,10.61
"1787","Indiana",1976,11,21,3.251,0.328,1.686855310993,8.13
"1788","Indiana",1976,11,22,1.295,-2.697,0,6.94
"1789","Indiana",1976,11,23,0.644,-3.8,0,9.6
"1790","Indiana",1976,11,24,4.357,-5.82,0,7.91
"1791","Indiana",1976,11,25,13.372,-0.377,0,8.26
"1792","Indiana",1976,11,26,12.978,10.545,10.6968164442947,1.13
"1793","Indiana",1976,11,27,11.496,0.934,10.1851999758651,6.14
"1794","Indiana",1976,11,28,-0.102,-7.793,0,8.31
"1795","Indiana",1976,11,29,-7.504,-13.13,0,9.94
"1796","Indiana",1976,11,30,-3.67,-11.022,0,8.36
"1797","Indiana",1976,12,1,-0.446,-5.81,1.44554494630711,4.55
"1798","Indiana",1976,12,2,-4.936,-9.698,0,9.17
"1799","Indiana",1976,12,3,1.54,-11.932,0,3.45
"1800","Indiana",1976,12,4,-0.308,-6.872,0,8.33
"1801","Indiana",1976,12,5,0.244,-9.812,0,8.27
"1802","Indiana",1976,12,6,3.902,-3.364,2.7526795863082,3.64
"1803","Indiana",1976,12,7,-0.283,-9.089,5.89156448836547,6.99
"1804","Indiana",1976,12,8,-6.397,-11.401,0,9.49
"1805","Indiana",1976,12,9,1.759,-14.789,0,9.12
"1806","Indiana",1976,12,10,4.936,-0.902,0,1.53
"1807","Indiana",1976,12,11,1.038,-8.413,0,7.86
"1808","Indiana",1976,12,12,2.212,-4.483,0,8.29
"1809","Indiana",1976,12,13,-2.345,-12.145,0,9.28
"1810","Indiana",1976,12,14,6.901,-5.733,0,9.1
"1811","Indiana",1976,12,15,7.269,-4.252,0,8.83
"1812","Indiana",1976,12,16,1.448,-2.839,0,4.89
"1813","Indiana",1976,12,17,5.343,-2.48,0,8.79
"1814","Indiana",1976,12,18,8.729,-4.308,0,8.73
"1815","Indiana",1976,12,19,12.642,1.8,0,8.25
"1816","Indiana",1976,12,20,9.912,-5.525,2.91315615176657,5.33
"1817","Indiana",1976,12,21,-6.419,-13.495,0,9.35
"1818","Indiana",1976,12,22,0.55,-10.301,0,7.83
"1819","Indiana",1976,12,23,-0.31,-9.195,1.12770497787551,8.97
"1820","Indiana",1976,12,24,2.03,-10.932,0,8.59
"1821","Indiana",1976,12,25,2.717,-1.973,0,6.37
"1822","Indiana",1976,12,26,1.732,-4.517,0,6.69
"1823","Indiana",1976,12,27,6.189,-9.076,0,6.96
"1824","Indiana",1976,12,28,2.449,-6.059,0,5.99
"1825","Indiana",1976,12,29,-6.535,-15.124,0,8.42
"1826","Indiana",1976,12,30,-4.672,-13.61,2.46467373818859,5.41
"1827","Indiana",1976,12,31,-10.689,-18.938,0,9.69
"1828","Indiana",1977,1,1,-10.648,-16.93,0,9.76
"1829","Indiana",1977,1,2,-6.049,-15.161,0,7.02
"1830","Indiana",1977,1,3,-1.19,-7.446,1.42188368135976,9.01
"1831","Indiana",1977,1,4,-1.33,-5.076,0,5.22
"1832","Indiana",1977,1,5,-3.856,-9.189,3.96693944929893,9.84
"1833","Indiana",1977,1,6,-4.784,-17.571,0,6.62
"1834","Indiana",1977,1,7,-4.656,-14.262,1.7930791264007,10
"1835","Indiana",1977,1,8,-3.727,-19.395,0,6.21
"1836","Indiana",1977,1,9,-8.458,-16.568,3.61770391464233,4.71
"1837","Indiana",1977,1,10,-11.529,-16.211,8.98116230956703,7.62
"1838","Indiana",1977,1,11,-16.149,-25.16,0,10.95
"1839","Indiana",1977,1,12,-11.746,-19.316,0,10.88
"1840","Indiana",1977,1,13,-5.135,-26.479,4.25601303567191,3.41
"1841","Indiana",1977,1,14,-2.744,-8.051,1.19815766811371,6.18
"1842","Indiana",1977,1,15,-6.768,-12.942,0,7.59
"1843","Indiana",1977,1,16,-14.275,-26.158,0,11.59
"1844","Indiana",1977,1,17,-21.132,-27.119,0,11.45
"1845","Indiana",1977,1,18,-11.165,-22.521,0,9.31
"1846","Indiana",1977,1,19,-7.191,-16.547,0,10.64
"1847","Indiana",1977,1,20,-6.949,-10.586,2.22476408634975,5.88
"1848","Indiana",1977,1,21,-4.911,-9.076,0,8.44
"1849","Indiana",1977,1,22,-9.632,-17.227,0,11.28
"1850","Indiana",1977,1,23,-3.946,-17.566,0,8.64
"1851","Indiana",1977,1,24,-0.831,-4.158,0,5.81
"1852","Indiana",1977,1,25,-1.894,-5.352,1.14848017682334,7.39
"1853","Indiana",1977,1,26,-1.182,-10.215,1.24989306743828,7.67
"1854","Indiana",1977,1,27,-11.162,-18.773,0,12.07
"1855","Indiana",1977,1,28,-3.123,-23.572,2.14301454690258,12.88
"1856","Indiana",1977,1,29,-15.137,-22.49,0,13.31
"1857","Indiana",1977,1,30,-14.582,-18.821,0,12.66
"1858","Indiana",1977,1,31,-10.394,-16.474,0,13.54
"1859","Indiana",1977,2,1,-9.684,-14.593,0,12.42
"1860","Indiana",1977,2,2,-2.272,-15.407,0,11.03
"1861","Indiana",1977,2,3,0.609,-1.977,3.94611312322013,11.19
"1862","Indiana",1977,2,4,0.17,-4.85,4.96806502331992,5.61
"1863","Indiana",1977,2,5,-3.074,-14.618,0,12.52
"1864","Indiana",1977,2,6,-12.897,-23.199,0,14.5
"1865","Indiana",1977,2,7,-9.282,-24.308,0,14.55
"1866","Indiana",1977,2,8,-3.489,-19.283,0,13.65
"1867","Indiana",1977,2,9,4.971,-6.963,0,13.04
"1868","Indiana",1977,2,10,9.319,-0.31,0,13.81
"1869","Indiana",1977,2,11,12.439,1.654,0,13.79
"1870","Indiana",1977,2,12,7.434,1.407,5.77645003795624,4.04
"1871","Indiana",1977,2,13,4.21,0.139,0,5.93
"1872","Indiana",1977,2,14,1.142,-3.469,1.82096660137177,7.75
"1873","Indiana",1977,2,15,-2.343,-8.905,0,8.79
"1874","Indiana",1977,2,16,-3.887,-11.662,0,14.96
"1875","Indiana",1977,2,17,1.914,-8.871,0,14.11
"1876","Indiana",1977,2,18,8.321,-2.08,0,12.12
"1877","Indiana",1977,2,19,3.637,-1.871,1.09784001716662,5.5
"1878","Indiana",1977,2,20,0.508,-6.411,0,10.73
"1879","Indiana",1977,2,21,0.483,-9.008,0,12.1
"1880","Indiana",1977,2,22,16.271,-0.887,0,14.5
"1881","Indiana",1977,2,23,16.075,10.446,2.66084372987052,4.96
"1882","Indiana",1977,2,24,13.493,4.177,22.1458781145429,4.16
"1883","Indiana",1977,2,25,8.967,4.685,1.00368261246331,14.73
"1884","Indiana",1977,2,26,5.792,-1.217,8.14148187636832,4.42
"1885","Indiana",1977,2,27,0.192,-4.352,8.5688308940739,9.21
"1886","Indiana",1977,2,28,2,-7.805,0,16.43
"1887","Indiana",1977,3,1,-0.677,-9.061,0,18.31
"1888","Indiana",1977,3,2,3.145,-9.68,0,15.5
"1889","Indiana",1977,3,3,8.599,-0.122,9.21788119979183,3.59
"1890","Indiana",1977,3,4,8.768,6.105,15.3673350810095,9.78
"1891","Indiana",1977,3,5,5.555,0.973,0,8.47
"1892","Indiana",1977,3,6,7.131,-4.218,0,17.03
"1893","Indiana",1977,3,7,7.832,-4.54,0,18.57
"1894","Indiana",1977,3,8,17.217,-1.087,0,18.26
"1895","Indiana",1977,3,9,16.546,7.679,0,14.7
"1896","Indiana",1977,3,10,17.471,6.587,0,16.09
"1897","Indiana",1977,3,11,20.602,8.039,0,15.84
"1898","Indiana",1977,3,12,19.428,14.628,14.665591716664,6.59
"1899","Indiana",1977,3,13,15.814,6.986,3.0970311489682,6.04
"1900","Indiana",1977,3,14,17.909,5.082,0,17.79
"1901","Indiana",1977,3,15,22.045,9.464,0,18.16
"1902","Indiana",1977,3,16,15.445,2.611,0,20.68
"1903","Indiana",1977,3,17,10.323,-0.511,2.12215185155173,11.71
"1904","Indiana",1977,3,18,9.882,4.076,20.6807851791382,6.8
"1905","Indiana",1977,3,19,7.816,-3.689,0,16.88
"1906","Indiana",1977,3,20,8.08,1.215,7.16417431823402,13.14
"1907","Indiana",1977,3,21,12.812,0.575,0,15.83
"1908","Indiana",1977,3,22,9.654,-2.606,28.157091140713,22.58
"1909","Indiana",1977,3,23,6.369,-6.931,0,19.03
"1910","Indiana",1977,3,24,5.364,-7.634,0,22.11
"1911","Indiana",1977,3,25,13.84,-3.346,0,22.07
"1912","Indiana",1977,3,26,17.388,1.186,0,21.64
"1913","Indiana",1977,3,27,15.728,9.159,13.2592378841991,5.53
"1914","Indiana",1977,3,28,17.421,14.032,31.742332669694,9.17
"1915","Indiana",1977,3,29,21.912,12.065,3.17864120006561,22.25
"1916","Indiana",1977,3,30,20.307,15.064,0,20.65
"1917","Indiana",1977,3,31,14.988,5.524,0,9.82
"1918","Indiana",1977,4,1,14.88,2.122,0,20.49
"1919","Indiana",1977,4,2,21.642,11.39,15.1631295667016,7.51
"1920","Indiana",1977,4,3,17.826,4.277,0,22.68
"1921","Indiana",1977,4,4,15.821,5.441,9.72544114137008,7.28
"1922","Indiana",1977,4,5,9.206,0.752,2.14185118665,15.64
"1923","Indiana",1977,4,6,6.049,-1.099,0,20.89
"1924","Indiana",1977,4,7,17.271,0.722,1.10499262808617,21.88
"1925","Indiana",1977,4,8,12.745,-1.068,0,25.2
"1926","Indiana",1977,4,9,13.552,-2.03,0,21.02
"1927","Indiana",1977,4,10,24.858,7.498,0,24.58
"1928","Indiana",1977,4,11,25.296,13.963,0,24.52
"1929","Indiana",1977,4,12,25.381,14.323,0,24.57
"1930","Indiana",1977,4,13,25.457,15.336,0,23.38
"1931","Indiana",1977,4,14,23.543,10.918,0,19.86
"1932","Indiana",1977,4,15,24.191,10.216,0,23.7
"1933","Indiana",1977,4,16,26.055,11.413,0,22.25
"1934","Indiana",1977,4,17,27.664,14.654,0,20.72
"1935","Indiana",1977,4,18,27.945,16.039,0,22.15
"1936","Indiana",1977,4,19,23.686,16.831,1.52555108070374,14.75
"1937","Indiana",1977,4,20,25.904,15.872,1.48235857466261,20.45
"1938","Indiana",1977,4,21,23.721,17.437,2.86957237968366,5.24
"1939","Indiana",1977,4,22,17.201,12.233,9.26883602018691,4.12
"1940","Indiana",1977,4,23,14.797,10.477,6.90536201000214,5.83
"1941","Indiana",1977,4,24,15.324,5.483,0,23.71
"1942","Indiana",1977,4,25,10.498,5.117,2.97563672065593,9.64
"1943","Indiana",1977,4,26,17.371,2.172,0,26.2
"1944","Indiana",1977,4,27,24.673,5.55,0,26.7
"1945","Indiana",1977,4,28,21.71,8.963,12.4636590480804,5.61
"1946","Indiana",1977,4,29,15.703,-0.093,0,28.1
"1947","Indiana",1977,4,30,18.297,3.222,0,23.15
"1948","Indiana",1977,5,1,23.65,10.622,0,17.51
"1949","Indiana",1977,5,2,20.204,15.414,29.7688871621062,4.66
"1950","Indiana",1977,5,3,22.893,13.9,4.03871471377215,14.8
"1951","Indiana",1977,5,4,23.287,15.827,16.3420909506158,12.43
"1952","Indiana",1977,5,5,27.416,17.406,10.6809169053577,21.37
"1953","Indiana",1977,5,6,25.123,16.127,14.829493434604,7.75
"1954","Indiana",1977,5,7,21.078,13.866,1.62304341792563,24.86
"1955","Indiana",1977,5,8,19.938,4.081,0,28.73
"1956","Indiana",1977,5,9,13.534,2.972,0,29.31
"1957","Indiana",1977,5,10,16.748,1.141,0,29.04
"1958","Indiana",1977,5,11,19.857,6.833,0,26.07
"1959","Indiana",1977,5,12,22.587,6.873,0,28.91
"1960","Indiana",1977,5,13,25.573,12.092,0,28.49
"1961","Indiana",1977,5,14,26.76,12.982,0,27.58
"1962","Indiana",1977,5,15,27.151,12.369,0,25.5
"1963","Indiana",1977,5,16,28.485,15.453,0,27.92
"1964","Indiana",1977,5,17,29.545,17.897,0,26.26
"1965","Indiana",1977,5,18,29.164,18.184,0,26.29
"1966","Indiana",1977,5,19,29.991,17.262,0,27.27
"1967","Indiana",1977,5,20,29.731,16.5,0,26.66
"1968","Indiana",1977,5,21,30.206,16.367,1.72746181488037,26.28
"1969","Indiana",1977,5,22,28.259,20.422,0,24.06
"1970","Indiana",1977,5,23,28.231,17.637,0,25.6
"1971","Indiana",1977,5,24,28.913,17.141,0,25.77
"1972","Indiana",1977,5,25,29.586,17.432,0,25.82
"1973","Indiana",1977,5,26,28.057,18.103,0,28.98
"1974","Indiana",1977,5,27,28.418,14.48,0,29.41
"1975","Indiana",1977,5,28,30.09,16.056,0,25.82
"1976","Indiana",1977,5,29,30.644,17.347,0,24.62
"1977","Indiana",1977,5,30,29.053,18.639,0,24.31
"1978","Indiana",1977,5,31,29.361,20.262,0,23.86
"1979","Indiana",1977,6,1,25.756,17.406,0,21.52
"1980","Indiana",1977,6,2,22.04,12.25,0,25.1
"1981","Indiana",1977,6,3,24.398,8.033,0,30.21
"1982","Indiana",1977,6,4,30.042,14.244,0,29.25
"1983","Indiana",1977,6,5,31.567,20.644,2.12762945841405,16.51
"1984","Indiana",1977,6,6,26.092,18.255,2.98770070071441,26.17
"1985","Indiana",1977,6,7,20.029,9.103,0,30.66
"1986","Indiana",1977,6,8,22.351,10.861,19.2029029130936,17.65
"1987","Indiana",1977,6,9,19.958,9.295,3.70595976655963,28.89
"1988","Indiana",1977,6,10,21.625,10.07,0,23.06
"1989","Indiana",1977,6,11,27.647,14.353,4.88583743572235,22.54
"1990","Indiana",1977,6,12,25.423,18.305,0,10.25
"1991","Indiana",1977,6,13,23.221,16.068,0,17.08
"1992","Indiana",1977,6,14,24.409,14.006,0,22.06
"1993","Indiana",1977,6,15,26.74,14.016,0,28.89
"1994","Indiana",1977,6,16,29.729,16.784,0,25.42
"1995","Indiana",1977,6,17,30.203,20.926,2.22344994472223,24.71
"1996","Indiana",1977,6,18,29.036,22.293,1.03928446725376,24.56
"1997","Indiana",1977,6,19,27.46,16.721,0,24.1
"1998","Indiana",1977,6,20,27.884,17.448,0,26.92
"1999","Indiana",1977,6,21,25.625,12.886,0,28.78
"2000","Indiana",1977,6,22,24.202,17.202,4.71334159374237,11.06
"2001","Indiana",1977,6,23,23.724,13.953,0,15.56
"2002","Indiana",1977,6,24,28.411,18.604,1.27243995655135,16.18
"2003","Indiana",1977,6,25,28.644,20.695,6.11950755109092,18.07
"2004","Indiana",1977,6,26,28.483,15.755,0,29.93
"2005","Indiana",1977,6,27,27.263,18.242,5.56354376146828,13.36
"2006","Indiana",1977,6,28,30.446,19.476,3.58107984055778,22.8
"2007","Indiana",1977,6,29,26.411,16.216,1.34174227707717,28.18
"2008","Indiana",1977,6,30,29.818,17.368,12.6980662334972,13.48
"2009","Indiana",1977,7,1,25.864,15.453,1.72711722188978,29.13
"2010","Indiana",1977,7,2,26.357,13.289,0,29.01
"2011","Indiana",1977,7,3,29.198,16.947,0,25.16
"2012","Indiana",1977,7,4,33.116,22.255,0,27.17
